"","name","agent_response","agent_rating","photo","trial_gender"
"4483","Emma","Love the colors & block-style",50,8,"female"
"4484","Erica","Very busy, I want to look at it and investigate",23,8,"female"
"4485","Erika","Striking, but not my taste",20,8,"female"
"4486","Erin","Lots of depth, faces, city, arch",3,8,"female"
"4487","Gabriela","I like that it sort of looks like a cityscape",9,8,"female"
"4488","Gabrielle","lots going on with great use of lots of color and geometry",24,8,"female"
"4489","Grace","Like the colors & the imagery - old city, native peoples maybe.",20,8,"female"
"4490","Hailey","cold city controlled by evil gods",-17,8,"female"
"4491","Haley","Gorgeous! I love the colors and the details.",50,8,"female"
"4492","Hannah","I don't understand it. Makes no sense to me.",5,8,"female"
"4493","Heather","woman looking over a the community",1,8,"female"
"4494","Isabella","Ancient city looked after by diety",38,8,"female"
"4495","Jacqueline","This is kind of neat. I really like how things are oriented and the shapes used.",18,8,"female"
"4496","Jamie","Cool designs and color schemes",44,8,"female"
"4497","Jasmine","Not too bad despite the chaos.",16,8,"female"
"4498","Jenna","beautiful colors & details. love the surrealism & strange angle. the faces are interesting.",50,8,"female"
"4499","Jennifer","Not my favorite but has an interesting concept",32,8,"female"
"4500","Jessica","Very cool! I like this piece",9,8,"female"
"4501","Jordan","very nice, i love what's going on here",21,8,"female"
"4502","Julia","it's a little too classical for my tastes",-25,8,"female"
"4503","Kaitlin","wow - the colors were very well mixed",12,8,"female"
"4504","Kaitlyn","There are a lot of different interesting elements in the picture.",12,8,"female"
"4505","Katelyn","I like the definition and the strong lines. It makes me think of someone watching over the world",24,8,"female"
"4506","Katherine","This is really cool, I love the fragments of faces",38,8,"female"
"4507","Kathryn","The angle makes it kind of disorienting but I enjoy the fantastical colors and imagery. It's like a dream.",10,8,"female"
"4508","Katie","I like the colors. But I don't like the faces, they look distraught. Faces and sharp shapes make me anxious",1,8,"female"
"4509","Kayla","The faces are kinda freaky.",-17,8,"female"
"4510","Kaylee","beautiful buildings",32,8,"female"
"4511","Kelly","Interesting, i really like the face and the moon. Realy detailed and you see something new with each look.",11,8,"female"
"4512","Kelsey","i like all the different faces",19,8,"female"
"4513","Kimberly","Feels very 90's but I like the doorway",15,8,"female"
"4514","Kristen","mothe nature/godess, watching over you",21,8,"female"
"4515","Kylie","Very abstract and seems symbolic",45,8,"female"
"4516","Laura","chaotic and disassembled",-8,8,"female"
"4517","Lauren","I like how the piece is showcasing emotion in relation to something.",25,8,"female"
"4518","Leah","Nice formats, I just don't like it much",-16,8,"female"
"4519","Leslie","The stylized faces remind me of German expressionism in a very good way.",40,8,"female"
"4520","Lindsey","Pleasant colors, lots of interest. Not sure what's going on but I like it.",20,8,"female"
"4521","Mackenzie","The different shapes are fun to look for.",30,8,"female"
"4522","Madeline","Very nice detail and colors!",10,8,"female"
"4523","Madison","The composition is striking, and some of the images are quite dramatic",11,8,"female"
"4524","Makayla","I see water and structures that resemble Ancient Rome",15,8,"female"
"4525","Margaret","its pretty exciting to look at, there is alot going on",15,8,"female"
"4526","Maria","not sure what to make of this - just neutral again",-1,8,"female"
"4527","Mariah","Clean and stark. The colors are pleasant.",15,8,"female"
"4528","Marissa","I can't tell if this is supposed to portray just city life or a town crumbling",-5,8,"female"
"4529","Mary","Very inspiring piece. I love how it's at angle. It gives it character.",23,8,"female"
"4530","Megan","Cortez's influence with fair color choices",10,8,"female"
"4531","Meghan","the face is creepy",-49,8,"female"
"4532","Melissa","crisp shapes, find more things the longer you look",17,8,"female"
"4533","Michaela","It's too boxy for my taste",-10,8,"female"
"4534","Michelle","I appreciate the complexity of this piece but it's too cubist for me",3,8,"female"
"4535","Mikayla","Its kinda like an optical illusion.",22,8,"female"
"4536","Miranda","I like this, the longer I look at in the more details I see.",41,8,"female"
"4537","Molly","Different styles make this picture outstanding.",20,8,"female"
"4538","Monica","The faces in the upper left show agony and contrast with the geometric shapes too much",-31,8,"female"
"4539","Morgan","Falling into a city's heart.",10,8,"female"
"4540","Natalie","looks nice, like the details",25,8,"female"
"4541","Nicole","It's very grand and ominous but I like it",25,8,"female"
"4542","Olivia","being watched over",17,8,"female"
"4543","Paige","Nervous like being up high",10,8,"female"
"4544","Rachel","I like all of the faces that can be found in this piece. Interesting.",35,8,"female"
"4545","Rebecca","gives off inception vibes <3",50,8,"female"
"4546","Sabrina","I love the expressiveness of this",50,8,"female"
"4547","Samantha","The face bothers me",-25,8,"female"
"4548","Sara","Very interesting use of blocks",21,8,"female"
"4549","Sarah","it's interesting but i don't enjoy the style",-5,8,"female"
"4550","Savannah","Despite the detail, this picture is very abstract!",31,8,"female"
"4551","Shannon","I like that it looks like a city and the way the shapes and colors are put together",40,8,"female"
"4552","Shelby","Too much going on, too many colors, makes me feel uneasy",-20,8,"female"
"4553","Sierra","i love the colors, the church and the face",42,8,"female"
"4554","Sophia","Interesting but it has a bit of a dark feel to it.",6,8,"female"
"4555","Stephanie","I like the colors and geometrical shapes but the face in the sky makes it look scary",-10,8,"female"
"4556","Sydney","I love the colors in this piece.",25,8,"female"
"4557","Taylor","Looks like it would be an interesting place to live",35,8,"female"
"4558","Tiffany","It makes me feel nervous. I can't tell ifI'm looking at an apartment, or a hellscape.",-18,8,"female"
"4559","Vanessa","I don't like the negative emotion this picture makes me feel. It's also too abstract.",-30,8,"female"
"4560","Victoria","makes me think of a busy city",-18,8,"female"
"4561","Abigail","Reminds me of a cave in a scary movie",-21,9,"female"
"4562","Alexa","It's wild and chaotic but also beautiful and has some kind of calming factor about it",20,9,"female"
"4563","Alexandra","This picture is too busy and ugly",-20,9,"female"
"4564","Alexandria","it makes me feel excited and draws my eye around",24,9,"female"
"4565","Alexis","I like the sense of forboding, the green creates a claustrophobic feeling",10,9,"female"
"4566","Alicia","Abstract titanic scene. It's nice though. I like how it makes me feel.",28,9,"female"
"4567","Allison","Very eclectic and messy. Not my preference, but may work for some.",-20,9,"female"
"4568","Alyssa","Unpleasant, alot of dark colors and strange lines",-26,9,"female"
"4569","Amanda","Makes me feel angry, its not very clear",-50,9,"female"
"4570","Amber","looks like sleeping beauty in a garden",10,9,"female"
"4571","Amy","The busyness and harsh nature of the lines in this painting  mute my emotional response.",-10,9,"female"
"4572","Andrea","Sleeping woman in a cave. Makes me feel safe.",20,9,"female"
"4573","Angela","This painting feels too jumbled for me to like it.",-12,9,"female"
"4574","Angelica","The colors and image is ugly.",-7,9,"female"
"4575","Anna","It looks like a child's crayon drawing.",-10,9,"female"
"4576","Ashley","Similar to the tohers, but not as clear.",11,9,"female"
"4577","Autumn","Abstract but not well made",-26,9,"female"
"4578","Bailey","Not very enticing. No real substance other than a lady laying down",-35,9,"female"
"4579","Breanna","It's a mix of paint splash and scribbling",-33,9,"female"
"4580","Briana","I see a foot. Idk colors are pleasant",12,9,"female"
"4581","Brianna","This has some of my favorite colors, and I like it",21,9,"female"
"4582","Brittany","It reminds me of an illustration for a fairy tale.",19,9,"female"
"4583","Brooke","Dark fantasy seaside cave carnival? Fun.",15,9,"female"
"4584","Caitlin","Caveman. Not for my walls.",-5,9,"female"
"4585","Caroline","Stirs up emotions of watching someone sleep which is relaxing",11,9,"female"
"4586","Cassandra","Stuipid looking...dumb",-48,9,"female"
"4587","Cassidy","The colors are okay, but this looks like someone scribbled with a crayon",1,9,"female"
"4588","Catherine","Cozy, In her own world. feminine .",30,9,"female"
"4589","Chelsea","I don't like the obvious lines of colored pencil on the border.",-24,9,"female"
"4590","Cheyenne","Too much going on, don't know what the focus is",-11,9,"female"
"4591","Chloe","Cheesy. Looks unprofessional",-20,9,"female"
"4592","Christina","nice colors but it looks like it's from the 80s",10,9,"female"
"4593","Claire","the colors are nice",6,9,"female"
"4594","Courtney","This is a picture of a scary mans head sideways.",-24,9,"female"
"4595","Crystal","Evokes triumph of a mountain over powering a drowning sea",24,9,"female"
"4596","Cynthia","curious and unsure",12,9,"female"
"4597","Danielle","Looks like a child's drawing",-40,9,"female"
"4598","Destiny","is that sleeping beauty",33,9,"female"
"4599","Diana","I think it's sleeping beauty but I'm not sure. I didn't care for this piece.",-30,9,"female"
"4600","Dominique","This speaks to me like a personalities and sides and not all are nice",19,9,"female"
"4601","Elizabeth","Love the uniqueness",21,9,"female"
"4602","Emily","Looks like a young child drew it.",-45,9,"female"
"4603","Emma","Feels angry .....",-40,9,"female"
"4604","Erica","Looks very relaxing; someone laying in a meadow",13,9,"female"
"4605","Erika","Colorful and expressive",15,9,"female"
"4606","Erin","Framing is overwhelming",-35,9,"female"
"4607","Gabriela","This photo make me feel peaceful. It looks like a woman sleeping in a garden",42,9,"female"
"4608","Gabrielle","looks like an imitation of a real piece of art, reclining lady",-1,9,"female"
"4609","Grace","Huh?  Doesn't invoke much.",-37,9,"female"
"4610","Hailey","looks like a woman in bed and its ok",8,9,"female"
"4611","Haley","I don't like the picture, but it wouldn't surprise me if someone did",-20,9,"female"
"4612","Hannah","Someone lying in bed?  Don't care for it.",-14,9,"female"
"4613","Heather","a mother in bed surrounded by emotions",1,9,"female"
"4614","Isabella","Angry beast mouth",-37,9,"female"
"4615","Jacqueline","Looks like a sloppy iguana.",-11,9,"female"
"4616","Jamie","Mash up of colors and designs don't really go together",-5,9,"female"
"4617","Jasmine","I like abstract art that looks that there is more than random brush strokes. This one looks the former",10,9,"female"
"4618","Jenna","gorgeous colors, love the little details",42,9,"female"
"4619","Jennifer","This piece is very boring to look at.",-27,9,"female"
"4620","Jessica","So I don't really like this style but it looks somewhat okay",3,9,"female"
"4621","Jordan","I just dont like it, no reaction from me at all",-50,9,"female"
"4622","Julia","I don't like the framing of this one",-25,9,"female"
"4623","Kaitlin","this looks to be a child nightmare",-10,9,"female"
"4624","Kaitlyn","Focal point is interesting",2,9,"female"
"4625","Katelyn","The lack of concrete form kind of turns me off",-2,9,"female"
"4626","Katherine","Idk what is in the middle but the blurry image makes it seem like the subject is of the painters interest",22,9,"female"
"4627","Kathryn","This feels dreamy. Like I'm seeing inside someone's head while they're sleeping.",20,9,"female"
"4628","Katie","I like the blues and pinks. The woman lying down communicates relaxation. It is a serene, calming scene",30,9,"female"
"4629","Kayla","It's nice. Peaceful. Calming.",11,9,"female"
"4630","Kaylee","not my type of art",-33,9,"female"
"4631","Kelly","It looks like a child drew it.",-28,9,"female"
"4632","Kelsey","i like the colors but not the composition",-17,9,"female"
"4633","Kimberly","It's too all over the place",-37,9,"female"
"4634","Kristen","sleep, calm, safe",12,9,"female"
"4635","Kylie","Peaceful dreaming",40,9,"female"
"4636","Laura","autopsy, morgue, dead corpses - don't like the flesh tones",-43,9,"female"
"4637","Lauren","I like how design can be interpreted differently, I see a person sleeping or a mountainous region.",10,9,"female"
